id,claim,model,repetition,label,explanation,confidence,valid_json,raw_text
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.2-3b,7,sarcastic,The use of the word 'no' at the end of the sentence is a common indicator of sarcasm in this context.,90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The use of the word 'no' at the end of the sentence is a common indicator of sarcasm in this context.\"", \""confidence\"": 90}"""
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.2-3b,7,sarcastic,The use of profanity and the phrase 'obvs wrong' suggest a sarcastic tone.,90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The use of profanity and the phrase 'obvs wrong' suggest a sarcastic tone.\"", \""confidence\"": 90}"""
13,That title belongs to Joe Warren.,llama-3.2-3b,7,literal,"The title is likely literal because it states a fact about Joe Warren, not expressing sarcasm.",90,True,"""{\""label\"": \""literal\"", \""explanation\"": \""The title is likely literal because it states a fact about Joe Warren, not expressing sarcasm.\"", \""confidence\"": 90}"""
14,There will be 1 more overlap between port and essenjection next week too,llama-3.2-3b,7,sarcastic,"The phrase 'next week too' is typically used to indicate that something will continue or repeat, but in this context, it seems to imply that there will only be one overlap, which is unlikely. This suggests that the speaker may be being sarcastic.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'next week too' is typically used to indicate that something will continue or repeat, but in this context, it seems to imply that there will only be one overlap, which is unlikely. This suggests that the speaker may be being sarcastic.\"", \""confidence\"": 80}"""
16,It's a fake according to Aston Martin!,llama-3.2-3b,7,sarcastic,"The phrase ""according to Aston Martin"" is typically used in a humorous or ironic way to express skepticism or doubt, indicating the statement is sarcastic.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase \\\""according to Aston Martin\\\"" is typically used in a humorous or ironic way to express skepticism or doubt, indicating the statement is sarcastic.\"", \""confidence\"": 80}"""
1,At first I thought he jammed it by inserting his finger into the trigger guard behind the finger.,llama-3.2-3b,8,sarcastic,"The phrase 'he jammed it' is an idiomatic expression meaning he intentionally caused a malfunction, and the context suggests a humorous or ironic tone.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'he jammed it' is an idiomatic expression meaning he intentionally caused a malfunction, and the context suggests a humorous or ironic tone.\"", \""confidence\"": 90}"""
2,The Browns don't know shit when it comes to QB's.,llama-3.2-3b,8,sarcastic,"The phrase 'don't know shit' is an idiomatic expression commonly used to express disdain or mocking, suggesting that the statement is sarcastic.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'don't know shit' is an idiomatic expression commonly used to express disdain or mocking, suggesting that the statement is sarcastic.\"", \""confidence\"": 80}"""
3,Mario didn't play as many games,llama-3.2-3b,8,sarcastic,"The claim is sarcastic because it implies Mario played a large number of games, which is an exaggeration.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it implies Mario played a large number of games, which is an exaggeration.\"", \""confidence\"": 90}"""
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.2-3b,8,sarcastic,"The claim is sarcastic because it states the opposite of what is expected to be true about Xbox Live, which is that it is a fundamental part of the Xbox experience.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it states the opposite of what is expected to be true about Xbox Live, which is that it is a fundamental part of the Xbox experience.\"", \""confidence\"": 80}"""
9,"Synical ploy for SF, there must be an election coming up!",llama-3.2-3b,8,sarcastic,"The use of the word 'Synical' is likely a typo for 'Synical', but the context suggests that the speaker is being sarcastic about the need for an election in San Francisco (SF).",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The use of the word 'Synical' is likely a typo for 'Synical', but the context suggests that the speaker is being sarcastic about the need for an election in San Francisco (SF).\"", \""confidence\"": 90}"""
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.2-3b,8,sarcastic,"The phrase 'no you are not ready' is a common sarcastic way to say someone is not ready, and the level requirement is likely an exaggeration.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'no you are not ready' is a common sarcastic way to say someone is not ready, and the level requirement is likely an exaggeration.\"", \""confidence\"": 90}"""
12,because galaxy collapse is a fkin hilarious meme and if you disagree you're obvs wrong,llama-3.2-3b,8,sarcastic,"The claim uses strong language and implies the person who disagrees is obviously wrong, which is a common characteristic of sarcastic language.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim uses strong language and implies the person who disagrees is obviously wrong, which is a common characteristic of sarcastic language.\"", \""confidence\"": 90}"""
13,That title belongs to Joe Warren.,llama-3.2-3b,8,literal,The title is a factual statement about Joe Warren.,100,True,"""{\""label\"": \""literal\"", \""explanation\"": \""The title is a factual statement about Joe Warren.\"", \""confidence\"": 100}"""
14,There will be 1 more overlap between port and essenjection next week too,llama-3.2-3b,8,sarcastic,"The phrase 'next week too' implies that there will not be a second overlap, which is the opposite of what is stated.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'next week too' implies that there will not be a second overlap, which is the opposite of what is stated.\"", \""confidence\"": 90}"""
16,It's a fake according to Aston Martin!,llama-3.2-3b,8,sarcastic,"The claim is sarcastic because Aston Martin is a real car manufacturer, and it would be unlikely for them to say a claim is fake.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because Aston Martin is a real car manufacturer, and it would be unlikely for them to say a claim is fake.\"", \""confidence\"": 90}"""
1,At first I thought he jammed it by inserting his finger into the trigger guard behind the finger.,llama-3.2-3b,9,sarcastic,"The phrase is an exaggeration and a common idiomatic expression for a difficult situation, indicating frustration rather than a literal attempt to insert a finger into a trigger guard.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase is an exaggeration and a common idiomatic expression for a difficult situation, indicating frustration rather than a literal attempt to insert a finger into a trigger guard.\"", \""confidence\"": 80}"""
2,The Browns don't know shit when it comes to QB's.,llama-3.2-3b,9,sarcastic,The claim is sarcastic because it uses a strong negative phrase to express a negative opinion about the Browns,90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it uses a strong negative phrase to express a negative opinion about the Browns\"", \""confidence\"": 90}"""
3,Mario didn't play as many games,llama-3.2-3b,9,sarcastic,"The claim is sarcastic because it downplays Mario's game-playing abilities, implying he played many games, which is unlikely.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The claim is sarcastic because it downplays Mario's game-playing abilities, implying he played many games, which is unlikely.\"", \""confidence\"": 80}"""
6,"Amazing, there was actually a time when Xbox Live didn't exist.",llama-3.2-3b,9,sarcastic,"The phrase 'Amazing, there was actually a time...' is a common sarcastic expression used to convey the opposite of what is stated. The speaker is being ironic by expressing surprise that a time without Xbox Live existed.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'Amazing, there was actually a time...' is a common sarcastic expression used to convey the opposite of what is stated. The speaker is being ironic by expressing surprise that a time without Xbox Live existed.\"", \""confidence\"": 90}"""
9,"Synical ploy for SF, there must be an election coming up!",llama-3.2-3b,9,sarcastic,"The wordplay on 'synical' (similar to 'sincere') and the phrase 'ploy for SF' suggests a sarcastic tone, as it is unlikely that the author is genuinely supporting a 'ploy' for San Francisco.",80,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The wordplay on 'synical' (similar to 'sincere') and the phrase 'ploy for SF' suggests a sarcastic tone, as it is unlikely that the author is genuinely supporting a 'ploy' for San Francisco.\"", \""confidence\"": 80}"""
11,if you're not even lvl 30 on your main account no you are not ready,llama-3.2-3b,9,sarcastic,"The phrase 'no you are not ready' is a classic example of sarcasm, as it is an exaggerated way of saying someone is not ready, implying they are completely incapable.",90,True,"""{\""label\"": \""sarcastic\"", \""explanation\"": \""The phrase 'no you are not ready' is a classic example of sarcasm, as it is an exaggerated way of saying someone is not ready, implying they are completely incapable.\"", \""confidence\"": 90}"""
